Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Project Management Siemens Graduate Program - Mobility Rolling Stock,2025-03-06,https://jobright.ai/jobs/info/6790fadca8f4a72e500a0018?utm_source=1100&utm_campaign=pm,On Site,"Sacramento, CA",Siemens,10000+,"Artificial Intelligence (AI),Consulting",$98K-$133K /yr,"1. Master’s, Doctoral Degree, or equivalent combined with significant practical work experience and knowledge from internships, working student activities, etc.
2. Minimum of 4 months of international experience gained through studying, working, etc.
3. Flexibility and mobility within the program duration
4. Excellent technical, oral, and written communication skills; must be able to demonstrate presentation skills.
5. Strong desire to learn Project Management responsibilities
...",no,
Assistant Project Manager,2025-03-06,https://jobright.ai/jobs/info/67ad598efc002b30d6845be7?utm_source=1100&utm_campaign=pm,On Site,"Kapolei, HI",Michels Corporation,5001-10000,"Building Material,Real Estate",$82K-$107K /yr,"1. High School diploma, GED, or 1-3 years of related construction experience
2. Hawaii Resident Minimum 2 years
3. Ability to prioritize tasks, and meet deadlines
4. Excellent communication and interpersonal skills, with the ability to collaborate effectively
5. Must possess a valid driver license for the type(s) of vehicles which may be driven, and an acceptable driving record as determined by the Michels Review Team",not sure,
"Sr. Associate, Project Manager - Treasury Management",2025-03-06,https://jobright.ai/jobs/info/67ad77dafc4775fbdefb51ad?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Richmond, VA
Charlotte, NC",Capital One,10000+,"Banking,Credit Cards",$86000-$98200 /yr,"1. Bachelor’s Degree or Military experience
2. At least 1 year of Project Management or Product Management experience
3. At least 1 year of banking or Financial Services experience
4. Excellent communication and partnership skills, to interact and communicate with key stakeholders at all levels across the company to manage, inform and influence outcomes
5. Ability to quickly learn complex products through hands-on experience, review of functional and technical documentation, and analysis of data
...",no,
Project Coordinator,2025-03-06,https://jobright.ai/jobs/info/675c5d00e07c74a702589046?utm_source=1100&utm_campaign=pm,On Site,"Anaheim, CA","DXP Enterprises, Inc.",1001-5000,"Industrial Engineering,Industrial Manufacturing",$27 /hr,"1. Highly organized, computer savvy, ability to multi task with superior follow up skills
2. Knowledge of general website navigation as we will train on how to analyze City and Contractor sites
3. Ability to analyze project Specifications, Plan Drawings, and Schematics
4. Must be able to work independently and be self-motivated
5. Effective interpersonal and communication skills
...",not sure,
Project Manager,2025-03-06,https://jobright.ai/jobs/info/67ad43b442046ac9b7e2bf29?utm_source=1100&utm_campaign=pm,Remote,"Philadelphia, PA",Publicis Health,1001-5000,"Advertising,Health Care",$60K-$83K /yr,"1. Bachelor’s degree
2. Ability to deal with ambiguity
3. Strong writing skills for professional correspondence
4. Demonstrates the ability to collaborate and think creatively
5. Solutions oriented. Resourceful. Knows when to alert management to an issue
...",not sure,
Project Specialist,2025-03-06,https://jobright.ai/jobs/info/67ac9a2f9d0e597e26b6b879?utm_source=1100&utm_campaign=pm,Remote,United States,Public Consulting Group,1001-5000,"Consulting,Management Consulting",$60K-$80K /yr,"1. Basic proofreading skills and an eagerness to learn light copyediting, presentation stylization, content loading into identified systems, process documentation, quality assurance validation, running reports, categorizing data sets, etc.
2. Ability to write and follow detailed instructions
3. Ability to coordinate work set forth in an Operations project plan
4. Contribute to and implement process improvements
5. Ensure operations staff have access and resources necessary to complete their work (e.g., texts, folder access, account access). Provides training as needed
...",not sure,
Project Management Coordinator,2025-03-06,https://jobright.ai/jobs/info/67c9a16ce3c71a18db9a85cc?utm_source=1100&utm_campaign=pm,On Site,"Ceres, CA",ASSA ABLOY Group,10000+,"Biometrics,Building Material",$40K-$45K /yr,"1. High School degree or GED equivalent
2. Ability to read, interpret and manage Architectural, Structural & Mechanical plans, specifications and hardware schedules
3. Excellent verbal and written communication skills and organizational skills
4. Ability to work in a team environment
5. Demonstrated organizational skills and thorough attention to detail
...",not sure,
Project Coordinator / Data Analyst - Electronic Security Systems (Job number: 1224),2025-03-05,https://jobright.ai/jobs/info/67cbfde8b23798191c443b02?utm_source=1100&utm_campaign=pm,On Site,"Multi Location
Greater Birmingham, Alabama Area
Huntsville, AL",Johnson Controls,10000+,"Industrial Engineering,Physical Security",$28-$36 /hr,"1. Proficiency in Microsoft Office Suite (Word, Excel, PowerPoint)
2. Experience working with commercial databases and business automation tools
3. Strong data analysis and problem-solving skills
4. Strong organizational and time management skills.
5. Must have strong interpersonal skills to effectively communicate with both internal and external clients",not sure,
Solar Project Manager,2025-03-05,https://jobright.ai/jobs/info/67c96af0d91d34f17d329df8?utm_source=1100&utm_campaign=pm,On Site,"Charlotte, NC",Renu Energy Solutions,11-50,"Energy,Renewable Energy",$50K-$65K /yr,"1. Deadline motivated and high quality standards
2. Proficient in Microsoft and Google products
3. High level of professionalism and excellent customer service skills
4. Excellent verbal and writing skills
5. Excellent attitude and work ethic
...",not sure,yes
Project Assistant,2025-03-05,https://jobright.ai/jobs/info/67af28583972840ba7735c32?utm_source=1100&utm_campaign=pm,Hybrid,"Multi Location
Beverly Hills, CA
Los Angeles, CA
New York, United States",O'Melveny & Myers LLP,1001-5000,"Consulting,Government",$55000-$55000 /yr,"1. Excellent written, verbal, and interpersonal communication skills;
2. Effective analytical and problem-solving skills;
3. The ability to perform effectively as part of a team or independently;
4. The ability to see all aspects of a project through to completion, sometimes under time-sensitive conditions, and while maintaining quality of the highest level;
5. The ability to exercise discretion with confidential and sensitive information;
...",not sure,
Assistant Project Manager,2025-03-05,https://jobright.ai/jobs/info/67a11bc6c5ffe7045d46590f?utm_source=1100&utm_campaign=pm,Hybrid,"New York, NY",FirstService Residential,10000+,"Property Management,Real Estate",$26-$33 /hr,"1. Bachelor’s Degree required.
2. Minimum 1 year of experience in project management, construction, or as an assistant project manager.
3. Knowledge of Microsoft Office and Windows software.
4. Excellent customer service skills and ability to multi-task in a fast-paced environment.
5. Experience with a high work load volume while also knowing when to ask for help and ask questions when the information is unfamiliar.
...",not sure,
"Associate Project Manager - New Berlin, WI",2025-03-05,https://jobright.ai/jobs/info/67a244edf9c0d0b9626b053c?utm_source=1100&utm_campaign=pm,On Site,"New Berlin, WI",Konecranes,10000+,"Business Development,Industrial",$55K-$65K /yr,"1. Strong communication
2. Ability to work independently
3. Microsoft Office and Project",not sure,
Project Coordinator,2025-03-05,https://jobright.ai/jobs/info/67ce75802cc20dc95d2384ef?utm_source=1100&utm_campaign=pm,On Site,"Henderson, NV",Pete Fowler Construction ,11-50,"Construction,Consulting",$55K-$65K /yr,"1. High School Diploma or equivalent required
2. Effective communication that includes the ability to write, speak, and listen to the needs of the client and coordination of project activities
3. A team player that is able to successfully collaborate and understand the larger collective objective of the projects
4. Time and Task Management abilities to coordinate and accomplish tasks in a billable position
5. Problem-solving to assess and understand the issues at hand and propose solutions
...",not sure,
Project Coordinator,2025-03-05,https://jobright.ai/jobs/info/67c9338eac6c0e4c44cb87a0?utm_source=1100&utm_campaign=pm,On Site,"Chicago, IL",CBRE,10000+,"Commercial,Financial Services",$53K-$85K /yr,"1. Applicants must be authorized to work in the United States without the need for visa sponsorship now or in the future.
2. High school diploma or general education degree (GED) required.
3. Minimum of 1-2 two years of related experience and/or training.
4. Experience in administration or similar projects coordinator role
5. Interpersonal and communication skills
...",no,
Project Coordinator,2025-03-05,https://jobright.ai/jobs/info/67cd1ec075e3984c9ae5aebe?utm_source=1100&utm_campaign=pm,On Site,"Las Vegas, NV",BPG,101-250,"Communications Infrastructure,Construction",$22-$26 /hr,"1. Strong organizational skills
2. Ability to multitask effectively
3. Excellent communication skills
4. Detail-oriented mindset
5. Problem-solving skills
...",not sure,
Information Technology Project Coordinator,2025-03-05,https://jobright.ai/jobs/info/67c93030208e4e86ff244c1c?utm_source=1100&utm_campaign=pm,On Site,"Fort Collins, CO",Poudre School District,1001-5000,Education,$86K-$96K /yr,,not sure,
Project Manager,2025-03-05,https://jobright.ai/jobs/info/67c938a434c68134a855e522?utm_source=1100&utm_campaign=pm,Hybrid,"Oxford, OH",Miami University,,,$55K-$60K /yr,"1. Bachelor's degree in Marketing, Communications, Business Administration, or relevant field
2. 1-3 years of experience in project management
3. The project manager must obtain their Certified Associate in Project Management (CAPM) certification within 1 year of employment. Miami will provide funding for the coursework and exam.
4. Proficient in project management tools (e.g., Wrike, Asana, Monday, etc.) and methodologies (Agile, Waterfall, etc.).
5. Detail-oriented with excellent organizational and time management abilities.
...",not sure,
"Project Manager, Operations (Remote)",2025-03-05,https://jobright.ai/jobs/info/67ca6ae6bf3449f60e1bd2e4?utm_source=1100&utm_campaign=pm,Hybrid,"Multi Location
Dallas, TX
United States
Memphis, TN",Susan G. Komen,251-500,"Association,Communities",$49K-$65K /yr,"1. Bachelor’s Degree: Business Management, Information Systems, or comparable.
2. 1-2 Years gathering business requirements, preferably technical requirements.
3. 1-2 years of successfully managing simultaneous projects, preferably with technical considerations.
4. Provides direction and guidance to those assigned to fulfilling project requirements to ensure projects are completed on time and within budget.
5. Familiarity with Project Management best practices, ideally earning or working towards a Project Management or technical certification.
...",not sure,
