Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Machine Learning Engineer Graduate (Search E-Commerce) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/682648301ff0402117fb6f3b?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
3. Familiar with one or more of the following areas: recommendation systems, machine learning, deep learning, data mining, computer vision, NLP, or multimodal machine learning.
4. Strong proficiency in Python and/or C/C++, and familiarity with a machine learning framework.
5. Solid knowledge of data structure and algorithms.
...",no,yes
Machine Learning Engineer Graduate (CV/NLP/Multimodal/LLM - E-Commerce Governance) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/6826cee180ff05a9ec3d3514?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$129200-$194750 /yr,"1. Bachelor's degree or above in computer science or related field
2. Solid coding skills, ability to develop in a Linux environment, proficient in Python, Go, or C++
3. Solid foundation in data structures/algorithms, proficient in machine learning/deep learning theory, and rich practical experience
4. Familiar with 1-2 areas in natural language processing, computer vision, multimodal, graph algorithms, search algorithms, text/data mining, and LLM
5. Excellent analytical and problem-solving skills, passionate about challenging problems
...",not sure,yes
ML Engineer Graduate (Data-Search-TikTok Recommendation - Seattle) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/6826b04778eb994ae6e32a3f?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Proficient coding skills and strong algorithm & data structure basis.
4. Effective communication and teamwork skills.
5. Experience in one or more of the following areas: NLP, Ranking, Ads, search engine, recommender system, distributed system, and machine learning.",no,yes
Research Scientist Graduate (eCommerce Recommendation) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/67be0e3c8251a42d8f27a0f0?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$137K-$280K /yr,"1. Final year or recent PhD graduates with a background in Computer Science, related technical field or equivalent industrial research experience.
2. Familiar with at least one of the mainstream deep learning frameworks, such as TensorFlow or PyTorch
3. Passionate about solving complex and challenging problems
4. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment",no,yes
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics - CV/Multimodal) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/680ba1cb4af6318b02656be1?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$137750-$237500 /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Understanding of TensorFlow/PyTorch or similar training frameworks. Familiarity with mixed precision training, distributed training, and TensorRT deployment.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics) - 2025 Start (MS),2025-06-07,https://jobright.ai/jobs/info/683a8ac89f5c4c7608532250?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$168K /yr,"1. Master's degree in Computer Science, Engineering, Operations Research, or related fields.
2. Graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Strong understanding of data structures and algorithms, with excellent problem-solving ability.
4. Strong understanding of applied machine learning and Big Data tools.
5. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment.",no,yes
Machine Learning Engineer Graduate (E-Commerce Recommendation/Search Alliance) - 2025 Start (PhD),2025-06-07,https://jobright.ai/jobs/info/67d053202d3382d13176523a?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. Master's or PhD degree in Computer Science, Engineering, Operations Research, or related fields.
2. Graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Thorough understanding of data structures and algorithms, with excellent problem-solving ability.
4. Deep Understanding of machine learning, statistics, scaling distributed computing, and big data engineering",not sure,yes
"Sr. ML Data Associate, Information Data Operations",2025-06-07,https://jobright.ai/jobs/info/675d0f7051cd2f5731d4fca7?utm_source=1100&utm_campaign=ml,On Site,"Santa Barbara, CA",Amazon,10000+,"Crowdsourcing,Delivery",$44K-$48K /yr,"1. Bachelor's degree
2. 1 year of work experience",not sure,
"Cardiac Cath Lab CV Tech I - 10-Hour Day Shift - $5,000 Hiring Incentive!",2025-06-07,https://jobright.ai/jobs/info/67ee424bd6922e27de8c1d8e?utm_source=1100&utm_campaign=ml,On Site,"Los Angeles, CA",Cedars-Sinai,10000+,"Communities,Health Care",$46-$56.28 /hr,"1. High School Diploma or GED required
2. Successful completion of an Accredited CVT program with at least 800 hours of clinicals as part of that training program required
3. Basic Life Support from the American Heart Association or American Red Cross required
4. At least 3 years of Cath Lab experience required to qualify for Tech II position",not sure,
AI Engineer,2025-06-07,https://jobright.ai/jobs/info/6827e121bc12abda75f9a21e?utm_source=1100&utm_campaign=ml,On Site,"San Francisco, CA",Ironclad,501-1000,"Enterprise Software,Legal Tech",$145000-$165000 /yr,"1. BS degree in Computer Science, Engineering, or a related field
2. Experience in training, evaluating, and serving machine learning models in production
3. 1+ years of hands-on experience with Python, backend service development, and RESTful APIs
4. 1+ years of experience in NLP techniques such as text classification, entity extraction, document understanding, or question answering
5. Proficiency with deep learning frameworks and APIs (e.g., PyTorch, TensorFlow, HuggingFace Transformers, OpenAI APIs, LangChain)
...",not sure,
Algorithms Engineer (Deep Learning/C++)(E),2025-06-07,https://jobright.ai/jobs/info/67d65d233ece9f03dbb7695c?utm_source=1100&utm_campaign=ml,On Site,"Milpitas, CA",KLA,10000+,"Electronics,Information Technology",$87K-$149K /yr,"1. Academic background required in any one of the following areas: Image Processing, Computational Imaging, Computer Vision
2. Bachelor's Level Degree and 0 years related work experience",not sure,yes
Government and Public Sector - Junior GenAI Developer,2025-06-07,https://jobright.ai/jobs/info/68295aa4c3de0fd848f0ed99?utm_source=1100&utm_campaign=ml,On Site,"McLean, VA",EY,10000+,"Accounting,Advice",$88K-$146K /yr,"1. Bachelor's degree
2. Must be eligible to obtain and maintain a Secret Clearance
3. Must be able to work in the Washington, DC area in-person as needed
4. At least 1-2+ year of experience with the following: Modern web development (JavaScript/TypeScript etc), Backend development (Node.js, Python, FastAPI or similar), Familiar with integrating generative AI models into applications (APIs or fine-tuned models), Familiar with deploying applications on cloud platforms (AWS, Azure, Vercel, etc)
5. Experience with JavaScript and frameworks like React, Next.js or similar
...",no,
Member of Technical Staff - Wetlab Researcher,2025-06-07,https://jobright.ai/jobs/info/68279a99e524e4efc0e1cd9c?utm_source=1100&utm_campaign=ml,On Site,"San Francisco, CA",FutureHouse,11-50,,,"1. Experience with wet lab biology research.
2. Diversity of experience in areas such as molecular biology, synthetic biology, cellular biology, and animal work.",yes,
Machine Learning Engineer Graduate (Search E-Commerce - Seattle) - 2025 Start (BS/MS),2025-06-07,https://jobright.ai/jobs/info/67d053202d3382d1317651a4?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$168K /yr,"1. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Familiar with one or more of the following areas: recommendation systems, machine learning, deep learning, data mining, computer vision, NLP, or multimodal machine learning.
3. Strong proficiency in Python and/or C/C++, and familiarity with a machine learning framework.
4. Solid knowledge of data structure and algorithms.
5. Excellent in analysis, modeling and problem-solving, and can see the essence of problems from complex data.",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Risk Control) - 2025 Start (MS),2025-06-06,https://jobright.ai/jobs/info/684a78dd0ad10d9db9d98f70?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$168K /yr,"1. Master's degree in Computer Science, Engineering, Operations Research, or related fields
2. Current or recent graduate with a background in Computer Science, Computer Engineering, or a related technical discipline
3. Proficiency in modern machine learning theories and applications, including ensemble trees, deep neural networks, transfer/multi-task learning, reinforcement learning, graph theory, and unsupervised learning
4. Experience with Python, SQL/Hive, and Hadoop
5. Strong understanding of data structures and algorithms, with excellent problem-solving ability
...",not sure,yes
Machine Learning Engineer (CV/NLP/Multimodal LLM-TikTok Trust and Safety) - 2025 Start (MS/BS),2025-06-06,https://jobright.ai/jobs/info/684a78dd0ad10d9db9d98fb8?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$170K /yr,"1. Master or Bachelor degree in Computer Science, Electrical Engineering, Operation Research, Applied Mathematics or similar quantitative fields.
2. Hands-on or academic experience in one or more of the following areas: Machine learning, Large Language Models, Recommendation Systems, and related areas.
3. Strong coding skills.
4. Curiosity towards new technologies and entrepreneurship, good communication and teamwork skills.",not sure,
"ML Data Linguist, Alexa AI",2025-06-06,https://jobright.ai/jobs/info/6843b005f9eee1c329e65f10?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
Boston, MA
United States",Amazon,10000+,"Crowdsourcing,Delivery",$40K-$86K /yr,"1. Bachelor’s degree
2. Experience working with written language data, including experience with annotation and other forms of data markup
3. Professional English language proficiency
4. Working knowledge of Microsoft Office products (e.g. Word, Excel, Access, etc.)",not sure,
