Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Multimedia Journalist (MMJ),2025-06-20,https://jobright.ai/jobs/info/678970279100b2b552333e52?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Springfield, IL",Sinclair Inc.,5001-10000,"Broadcasting,Content",$17-$17 /hr,"1. Sharp news judgment
2. The ability to tell an NPPA style story
3. Excellent technical skills
4. The ability to work well independently
5. Must have and maintain a valid license and a good driving record",not sure,
"Editorial Assistant, G. P. Putnam's Sons Books for Young Readers (Hybrid)",2025-06-20,https://jobright.ai/jobs/info/68550ba8fb2a49fcaf4a8a4d?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"New York, NY",Penguin Random House,5001-10000,,$51000-$51000 /yr,"1. Passion for/interest in picture books, middle grade, and young adult books
2. Excellent written, verbal, and interpersonal communication skills
3. Strong writing and critical thinking skills
4. Strong reading and analytic ability
5. Strong organizational and follow-up skills and ability to handle multiple responsibilities
...",not sure,
Gallery Assistant,2025-06-19,https://jobright.ai/jobs/info/685502744d35e260bd1cc1da?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"New York, NY",Pace Gallery,101-250,"Art,Home Decor",$22-$22 /hr,"1. Bachelor's degree with 1+ years related work experience
2. Strong administrative skills including but not limited to answering and directing phone calls, managing internal and external email correspondence, responding to public inquiries, and working directly with staff and clients
3. High degree of poise and professionalism, work well under pressure, and effectively communicate with people from all walks of life
4. Friendly and positive demeanor and genuinely enjoy interacting with the public and staff
5. Thorough knowledge of Pace’s artists and demonstrate a passion for contemporary and modern art
...",not sure,
Massage Therapist - Denver LoDo,2025-06-19,https://jobright.ai/jobs/info/68578e103eaa982d4d012549?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Denver, CO",Symmetry 360 Massage,11-50,"Fitness,Therapeutics",$35-$65 /hr,"1. Licensed Massage Therapist
2. Passionate about client-centered care and integrative healing
3. Ability to create exceptional, customized massage experiences using therapeutic modalities such as Deep Tissue, Swedish, Prenatal, Sports, and Thai Massage
4. Conduct thorough intake assessments and tailor each session to meet clients' individual short- and long-term wellness goals
5. Provide home care tips and recommend ongoing treatment plans
...",not sure,
"Editorial Assistant, G. P. Putnam's Sons Books for Young Readers (Hybrid)",2025-06-19,https://jobright.ai/jobs/info/6854e52f487b969586a8ddf9?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"New York, NY",Random House Group,5001-10000,"Books,Publishing",$51K-$51K /yr,"1. Passion for/interest in picture books, middle grade, and young adult books
2. Excellent written, verbal, and interpersonal communication skills
3. Strong writing and critical thinking skills
4. Strong reading and analytic ability
5. Strong organizational and follow-up skills and ability to handle multiple responsibilities
...",not sure,
Pantry Chef,2025-06-19,https://jobright.ai/jobs/info/6854ce7c3d44d0f9b79fd4e1?utm_source=1100&utm_campaign=Arts and Entertainment,Remote,United States,Lindblad Expeditions,251-500,"Education,Environmental Consulting",$141-$151 /d,"1. Minimum 1 year recent cooking and/or food service experience.
2. Good verbal communication skills.
3. Detail oriented and thorough; able to follow through on assigned tasks.
4. Ability to work independently using creativity and initiative to complete assigned tasks.
5. Strong time management skills; able to handle multiple tasks, set priorities and meet deadlines.
...",not sure,
Luau Female Dancer,2025-06-19,https://jobright.ai/jobs/info/6854cd3ebd9dbbea69c4ee97?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Lahaina, HI",Highgate,10000+,Hospitality,,"1. Proven experience in a show production role or equivalent.
2. Must be able to work in conjunction with the Luau Artistic Director, Luau Show Stage Manager, F&B Luau Manager/Supervisor, and Luau Staff.
3. Must be able to interact with fellow co-workers, managers/supervisors, guests and others with respect and honesty.
4. Must be able to work cohesively with fellow co-workers, and managers/supervisors as part of a team.
5. Must attend all scheduled rehearsals, training, and hotel required meetings.
...",not sure,
"Associate Editor or Senior Editor, Nature Water",2025-06-19,https://jobright.ai/jobs/info/6837a272a05a054c2040d9a4?utm_source=1100&utm_campaign=Arts and Entertainment,Hybrid,"Multi Location
Jersey City, NJ
Washington, DC
New York, United States",Nature Portfolio,501-1000,"Journalism,Life Science",$80000-$95000 /yr,"1. A PhD in a relevant discipline
2. Broad scientific knowledge and training
3. A keen interest and enthusiasm for the practice and communication of science
4. Willingness to learn and appreciate new areas of research
5. Good literary skills
...",not sure,
Mascot,2025-06-19,https://jobright.ai/jobs/info/68561cf0371c9555b19f3150?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Chapel Hill, NC",University of North Carolina at Chapel Hill,10000+,"Art,Education",$15-$15 /hr,"1. Bachelor’s degree; or equivalent combination of training and experience. All degrees must be received from appropriately accredited institutions.
2. Candidate should be able to create an unforgettable experience for the fans.",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854b419113a915e082d7baf?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Colby, KS
Tye, TX
Williams, IA
Laredo, TX
Wichita Falls, TX
Bunkie, LA
Huntsville, TX",Pilot Flying J,10000+,"Oil and Gas,Travel",$11-$15 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854b419113a915e082d7bb6?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Shelbyville, IN
Sonora, KY
Lebanon, TN
Mill Hall, PA
Canton, OH
New Milford, PA
Springville, UT
Knoxville, TN
Russellville, AR
Morgantown, WV
Brunswick, GA
Walcott, IA
Oklahoma City, OK
Atalissa, IA
Cheyenne, WY
Beaver Dam Station, OH
Mason, TN",Pilot Flying J,10000+,"Oil and Gas,Travel",$11-$16 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854b419113a915e082d7bb1?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Monument, CO
Limon, CO",Pilot Flying J,10000+,"Oil and Gas,Travel",$14-$22 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Detailer-1,2025-06-19,https://jobright.ai/jobs/info/6854afc09e3f62a6bf25cd20?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Beaverton, OR
Bend, OR",Camping World,10000+,"E-Commerce,Retail",$14-$17.40 /hr,"1. High school diploma or equivalent
2. Valid Driver's License and acceptable driving record
3. Attention to detail a must
4. May lift up to 25 lbs and/or move up to 50 lbs. with assistive devices
5. Prolonged periods of standing, stooping, crawling, and bending
...",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9ed9?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Effingham, IL",Pilot Flying J,10000+,"Oil and Gas,Travel",$15-$19 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9ef8?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Northfield, MN",Pilot Flying J,10000+,"Oil and Gas,Travel",$13-$19 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9f15?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Morris, IL",Pilot Flying J,10000+,"Oil and Gas,Travel",$15-$20 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9f28?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Hudson, CO",Pilot Flying J,10000+,"Oil and Gas,Travel",$15-$23 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9f7c?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Oakland, OR",Pilot Flying J,10000+,"Oil and Gas,Travel",$14-$19 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9f82?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Quartzsite, AZ
Salome, AZ",Pilot Flying J,10000+,"Oil and Gas,Travel",$15-$21 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Deli Production Team Member,2025-06-19,https://jobright.ai/jobs/info/6854dbf7d98683640c4c9fbe?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Multi Location
Elm Creek, NE
North Platte, NE",Pilot Flying J,10000+,"Oil and Gas,Travel",$13-$16 /hr,"1. Highly motivated self-starters
2. Ability to work as part of a team
3. Able to lift 50 pounds and walk/stand most of the day
4. Ability to work a flexible schedule of nights, days, weekends, and holidays",not sure,
Entry Level - Automotive  Detailer / Lot Attendant ,2025-06-19,https://jobright.ai/jobs/info/6849ca0e4fd37b6a96f35714?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Haines City, FL",Carvana,10000+,"Automotive,Autonomous Vehicles",$15-$15 /hr,"1. Ability to physically operate vehicle equipment and tools - must be able to lift up to 60 pounds independently
2. Must be at least 18 years of age and possess a valid driver’s license
3. Some positions may be subject to a Motor Vehicle Records (MVR) check
4. An ability to work in a fast-paced, ever-changing production environment while sometimes being exposed to excessive weather conditions (heat/cold)
5. Use of safety equipment that may include but not limited to face shield or goggles, non-slip shoes, gloves, mask, and other protective garments and equipment
...",no,
"Estee Lauder- Freelance- Lancaster, PA",2025-06-19,https://jobright.ai/jobs/info/68549f2d5eed717bde47e517?utm_source=1100&utm_campaign=Arts and Entertainment,On Site,"Lancaster, CA",The Estée Lauder Companies Inc.,10000+,,$21-$32 /hr,"1. Ability to provide inspirational, authentic and personalized customer service
2. Ability to work retail hours including days, nights, weekends and special events in a fast-paced work environment
3. Previous experience with retail point-of-sale software
4. Applicants must be able to provide proof of right to live and work in the country if invited to attend for interview
5. Demonstrate a high level of creative and technical expertise",not sure,
